match_id,team,player,position,fpl_position,starter,minutes
M0004,Man City,Rayan Aït-Nouri,RB,DEF,False,0
M0004,Man City,Abdukodir Khusanov,LB,DEF,False,0
M0004,Man City,Max Alleyne,RB,DEF,True,90
M0004,Man City,Rico Lewis,CB,DEF,False,0
M0004,Man City,Vitor de Oliveira Nunes dos Reis,CB,DEF,False,0
M0004,Man City,Jack Grealish,DM,MID,True,90
M0004,Man City,Antoine Semenyo,CM,MID,True,90
M0004,Man City,Phil Foden,AM,MID,False,0
M0004,Man City,Rayan Cherki,RW,MID,False,0
M0004,Man City,Jérémy Doku,LW,MID,True,90
M0004,Man City,Rodrigo 'Rodri' Hernandez Cascante,CM,MID,True,90
M0004,Man City,Sávio Moreira de Oliveira,AM,MID,False,0
M0004,Man City,Tijjani Reijnders,DM,MID,False,0
M0004,Man City,Nico González Iglesias,DM,MID,True,90
M0004,Man City,Mateo Kovačić,CM,MID,False,0
M0004,Man City,Claudio Echeverri,AM,MID,False,0
M0004,Man City,Kalvin Phillips,RW,MID,False,0
M0004,Man City,Divine Mukasa,LW,MID,False,0
M0004,Man City,Jeremy Monga,CM,MID,False,0
M0004,Man City,Elliot Anderson,AM,MID,False,0
M0004,Man City,Omar Marmoush,ST,FWD,True,90
M0004,Man City,Erling Haaland,RW,FWD,False,0
M0004,Hull City,Dillon Phillips,GK,GK,False,0
M0004,Hull City,Jack Butland,GK,GK,False,0
M0004,Hull City,Harvey Cartwright,GK,GK,False,0
M0004,Hull City,Thimothée Lo-Tutala,GK,GK,True,90
M0004,Hull City,John Egan,RB,DEF,False,0
M0004,Hull City,Charlie Hughes,CB,DEF,True,90
M0004,Hull City,Semi Ajayi,CB,DEF,True,90
M0004,Hull City,Lewie Coyle,LB,DEF,False,0
M0004,Hull City,Cody Drameh,CB,DEF,False,0
M0004,Hull City,Ryan Giles,RB,DEF,True,90
M0004,Hull City,Matty Jacob,LB,DEF,False,0
M0004,Hull City,Cathal McCarthy,RB,DEF,False,0
M0004,Hull City,Paddy McNair,CB,DEF,False,0
M0004,Hull City,Matt Targett,CB,DEF,True,90
M0004,Hull City,Mohamed Belloumi,DM,MID,False,0
M0004,Hull City,Liam Millar,CM,MID,True,90
M0004,Hull City,Kieran Dowell,AM,MID,False,0
M0004,Hull City,Matt Crooks,RW,MID,False,0
M0004,Hull City,Regan Slater,LW,MID,False,0
M0004,Hull City,Eliot Matazo,CM,MID,False,0
M0004,Hull City,Abdülkadir Ömür,AM,MID,False,0
M0004,Hull City,Abu Kamara,DM,MID,True,90
M0004,Hull City,Óscar Zambrano,DM,MID,True,90
M0004,Hull City,David Akintola,CM,MID,True,90
M0004,Hull City,Darko Gyabi,AM,MID,True,90
M0004,Hull City,Hidemasa Morita,RW,MID,False,0
M0004,Hull City,Oli McBurnie,ST,FWD,False,0
M0004,Hull City,Enis Destan,RW,FWD,True,90
M0004,Hull City,Mason Burstow,LW,FWD,False,0
M0005,Arsenal,David Raya Martín,GK,GK,True,90
M0005,Arsenal,Kepa Arrizabalaga Revuelta,GK,GK,False,0
M0005,Arsenal,Illan Meslier,GK,GK,False,0
M0005,Arsenal,Gabriel dos Santos Magalhães,RB,DEF,True,90
M0005,Arsenal,Jurriën Timber,CB,DEF,False,0
M0005,Arsenal,William Saliba,CB,DEF,False,0
M0005,Arsenal,Riccardo Calafiori,LB,DEF,True,90
M0005,Arsenal,Piero Hincapié,CB,DEF,False,0
M0005,Arsenal,Benjamin White,RB,DEF,True,90
M0005,Arsenal,Cristhian Mosquera,LB,DEF,True,90
M0005,Arsenal,Myles Lewis-Skelly,DM,MID,False,0
M0005,Arsenal,Bukayo Saka,CM,MID,True,90
M0005,Arsenal,Declan Rice,AM,MID,False,0
M0005,Arsenal,Eberechi Eze,RW,MID,True,90
M0005,Arsenal,Martin Ødegaard,LW,MID,True,90
M0005,Arsenal,Noni Madueke,CM,MID,False,0
M0005,Arsenal,Mikel Merino Zazón,AM,MID,False,0
M0005,Arsenal,Gabriel Martinelli Silva,DM,MID,False,0
M0005,Arsenal,Martín Zubimendi Ibáñez,DM,MID,False,0
M0005,Arsenal,Max Dowman,CM,MID,False,0
M0005,Arsenal,Christian Nørgaard,AM,MID,False,0
M0005,Arsenal,Ethan Nwaneri,RW,MID,False,0
M0005,Arsenal,Fábio Ferreira Vieira,LW,MID,True,90
M0005,Arsenal,Reiss Nelson,CM,MID,True,90
M0005,Arsenal,Christos Tzolis,AM,MID,False,0
M0005,Arsenal,Viktor Gyökeres,ST,FWD,True,90
M0005,Arsenal,Kai Havertz,RW,FWD,False,0
M0005,Arsenal,Gabriel Fernando de Jesus,LW,FWD,False,0
M0005,Crystal Palace,Dean Henderson,GK,GK,True,90
M0005,Crystal Palace,Walter Benítez,GK,GK,False,0
M0005,Crystal Palace,Remi Matthews,GK,GK,False,0
M0005,Crystal Palace,Maxence Lacroix,RB,DEF,False,0
M0005,Crystal Palace,Daniel Muñoz Mejía,CB,DEF,False,0
M0005,Crystal Palace,Chris Richards,CB,DEF,False,0
M0005,Crystal Palace,Jaydee Canvot,LB,DEF,True,90
M0005,Crystal Palace,Tyrick Mitchell,CB,DEF,True,90
M0005,Crystal Palace,Borna Sosa,RB,DEF,False,0
M0005,Crystal Palace,Chadi Riad Dnanou,LB,DEF,False,0
M0005,Crystal Palace,Oscar Mingueza,RB,DEF,True,90
M0005,Crystal Palace,Rio Cardines,CB,DEF,True,90
M0005,Crystal Palace,Ismaïla Sarr,DM,MID,False,0
M0005,Crystal Palace,Brennan Johnson,CM,MID,True,90
M0005,Crystal Palace,Adam Wharton,AM,MID,False,0
M0005,Crystal Palace,Yéremy Pino Santos,RW,MID,True,90
M0005,Crystal Palace,Will Hughes,LW,MID,True,90
M0005,Crystal Palace,Jefferson Lerma Solís,CM,MID,False,0
M0005,Crystal Palace,Daichi Kamada,AM,MID,False,0
M0005,Crystal Palace,Justin Devenny,DM,MID,False,0
M0005,Crystal Palace,Romain Esse,DM,MID,True,90
M0005,Crystal Palace,Matheus França de Oliveira,CM,MID,True,90
M0005,Crystal Palace,Cheick Doucouré,AM,MID,False,0
M0005,Crystal Palace,Jesurun Rak-Sakyi,RW,MID,False,0
M0005,Crystal Palace,Joél Drakes-Thomas,LW,MID,False,0
M0005,Crystal Palace,Jørgen Strand Larsen,ST,FWD,True,90
M0005,Crystal Palace,Jean-Philippe Mateta,RW,FWD,False,0
M0005,Crystal Palace,Eddie Nketiah,LW,FWD,False,0
M0005,Crystal Palace,Christantus Uche,ST,FWD,False,0
M0006,Man Utd,Karl Darlow,GK,GK,False,0
M0006,Man Utd,Senne Lammens,GK,GK,True,90
M0006,Man Utd,Altay Bayındır,GK,GK,False,0
M0006,Man Utd,Tom Heaton,GK,GK,False,0
M0006,Man Utd,Matthijs de Ligt,RB,DEF,True,90
M0006,Man Utd,Diogo Dalot Teixeira,CB,DEF,False,0
M0006,Man Utd,Harry Maguire,CB,DEF,False,0
M0006,Man Utd,Lisandro Martínez,LB,DEF,False,0
M0006,Man Utd,Leny Yoro,CB,DEF,False,0
M0006,Man Utd,Ayden Heaven,RB,DEF,True,90
M0006,Man Utd,Noussair Mazraoui,LB,DEF,False,0
M0006,Man Utd,Luke Shaw,RB,DEF,False,0
M0006,Man Utd,Harry Amass,CB,DEF,True,90
M0006,Man Utd,Tyler Fredricson,CB,DEF,True,90
M0006,Man Utd,Youri Tielemans,DM,MID,False,0
M0006,Man Utd,Andrey Nascimento dos Santos,CM,MID,False,0
M0006,Man Utd,Patrick Dorgu,AM,MID,False,0
M0006,Man Utd,Bruno Borges Fernandes,RW,MID,True,90
M0006,Man Utd,Bryan Mbeumo,LW,MID,True,90
M0006,Man Utd,Matheus Santos Carneiro da Cunha,CM,MID,False,0
M0006,Man Utd,Marcus Rashford,AM,MID,True,90
M0006,Man Utd,Mason Mount,DM,MID,False,0
M0006,Man Utd,Amad Diallo,DM,MID,True,90
M0006,Man Utd,Kobbie Mainoo,CM,MID,False,0
M0006,Man Utd,Manuel Ugarte Ribeiro,AM,MID,True,90
M0006,Man Utd,Jack Fletcher,RW,MID,False,0
M0006,Man Utd,Shea Lacey,LW,MID,False,0
M0006,Man Utd,Toby Collyer,CM,MID,False,0
M0006,Man Utd,Bendito Mantato,AM,MID,False,0
M0006,Man Utd,Tyler Fletcher,DM,MID,False,0
M0006,Man Utd,Benjamin Sesko,ST,FWD,False,0
M0006,Man Utd,Joshua Zirkzee,RW,FWD,False,0
M0006,Man Utd,Chido Obi,LW,FWD,True,90
M0006,Chelsea,Robert Lynch Sánchez,GK,GK,True,90
M0006,Chelsea,Filip Jörgensen,GK,GK,False,0
M0006,Chelsea,Mike Penders,GK,GK,False,0
M0006,Chelsea,Reece James,RB,DEF,True,90
M0006,Chelsea,Trevoh Chalobah,CB,DEF,False,0
M0006,Chelsea,Malo Gusto,CB,DEF,False,0
M0006,Chelsea,Wesley Fofana,LB,DEF,True,90
M0006,Chelsea,Benoît Badiashile Mukinayi,CB,DEF,True,90
M0006,Chelsea,Tosin Adarabioyo,RB,DEF,False,0
M0006,Chelsea,Jorrel Hato,LB,DEF,False,0
M0006,Chelsea,Levi Samuels Colwill,RB,DEF,False,0
M0006,Chelsea,Mamadou Sarr,CB,DEF,False,0
M0006,Chelsea,Josh Acheampong,CB,DEF,False,0
M0006,Chelsea,Marco Palestra,LB,DEF,False,0
M0006,Chelsea,Axel Disasi,CB,DEF,False,0
M0006,Chelsea,Aaron Anselmino,RB,DEF,True,90
M0006,Chelsea,Morgan Rogers,DM,MID,False,0
M0006,Chelsea,Cole Palmer,CM,MID,True,90
M0006,Chelsea,Enzo Fernández,AM,MID,True,90
M0006,Chelsea,Pedro Lomba Neto,RW,MID,False,0
M0006,Chelsea,Estêvão Almeida de Oliveira Gonçalves,LW,MID,True,90
M0006,Chelsea,Jamie Bynoe-Gittens,CM,MID,False,0
M0006,Chelsea,Moisés Caicedo Corozo,AM,MID,True,90
M0006,Chelsea,Roméo Lavia,DM,MID,True,90
M0006,Chelsea,Dário Luís Essugo,DM,MID,False,0
M0006,Chelsea,Geovany Quenda,CM,MID,False,0
M0006,Chelsea,João Pedro Junqueira de Jesus,ST,FWD,False,0
M0006,Chelsea,Nicolas Jackson,RW,FWD,False,0
M0006,Chelsea,Liam Delap,LW,FWD,False,0
M0006,Chelsea,Marc Guiu Paz,ST,FWD,True,90
M0006,Chelsea,Shumaira Mheuka,ST,FWD,False,0
M0006,Chelsea,Emmanuel Emegha,RW,FWD,False,0
M0007,Ipswich Town,Christian Walton,GK,GK,False,0
M0007,Ipswich Town,Alex Palmer,GK,GK,False,0
M0007,Ipswich Town,David Button,GK,GK,False,0
M0007,Ipswich Town,Kayne van Oevelen,GK,GK,False,0
M0007,Ipswich Town,Kjell Scherpen,GK,GK,True,90
M0007,Ipswich Town,Issa Diop,RB,DEF,True,90
M0007,Ipswich Town,Cédric Kipré,CB,DEF,False,0
M0007,Ipswich Town,Dara O'Shea,CB,DEF,True,90
M0007,Ipswich Town,Leif Davis,LB,DEF,False,0
M0007,Ipswich Town,Jacob Greaves,CB,DEF,False,0
M0007,Ipswich Town,Ben Johnson,RB,DEF,True,90
M0007,Ipswich Town,Darnell Furlong,LB,DEF,True,90
M0007,Ipswich Town,Marcelino Núñez,DM,MID,False,0
M0007,Ipswich Town,Azor Matusiwa,CM,MID,True,90
M0007,Ipswich Town,Wes Burns,AM,MID,False,0
M0007,Ipswich Town,Jack Taylor,RW,MID,False,0
M0007,Ipswich Town,Jack Clarke,LW,MID,False,0
M0007,Ipswich Town,Chiedozie Ogbene,CM,MID,True,90
M0007,Ipswich Town,Abdul Fatawu,AM,MID,True,90
M0007,Ipswich Town,Jaden Philogene,DM,MID,True,90
M0007,Ipswich Town,Sam Szmodics,DM,MID,True,90
M0007,Ipswich Town,Kasey McAteer,CM,MID,False,0
M0007,Ipswich Town,Anis Mehmeti,AM,MID,False,0
M0007,Ipswich Town,Daizen Maeda,RW,MID,False,0
M0007,Ipswich Town,Emersonn Correia da Silva,ST,FWD,False,0
M0007,Ipswich Town,George Hirst,RW,FWD,False,0
M0007,Ipswich Town,Chuba Akpom,LW,FWD,False,0
M0007,Ipswich Town,Sindre Walle Egeli,ST,FWD,True,90
M0007,Ipswich Town,Ali Al-Hamadi,ST,FWD,False,0
M0007,Sunderland,Robin Roefs,GK,GK,True,90
M0007,Sunderland,Anthony Patterson,GK,GK,False,0
M0007,Sunderland,Melker Ellborg,GK,GK,False,0
M0007,Sunderland,Daniel Ballard,RB,DEF,False,0
M0007,Sunderland,Nordi Mukiele,CB,DEF,True,90
M0007,Sunderland,Trai Hume,CB,DEF,False,0
M0007,Sunderland,Omar Alderete,LB,DEF,False,0
M0007,Sunderland,Reinildo Mandava,CB,DEF,True,90
M0007,Sunderland,Jenson Seelt,RB,DEF,False,0
M0007,Sunderland,Leo Fuhr Hjelde,LB,DEF,True,90
M0007,Sunderland,Luke O'Nien,RB,DEF,True,90
M0007,Sunderland,Arthur Masuaku,CB,DEF,False,0
M0007,Sunderland,Thomas Meunier,CB,DEF,False,0
M0007,Sunderland,Enzo Le Fée,DM,MID,True,90
M0007,Sunderland,Habib Diarra,CM,MID,False,0
M0007,Sunderland,Granit Xhaka,AM,MID,False,0
M0007,Sunderland,Noah Sadiki,RW,MID,False,0
M0007,Sunderland,Simon Adingra,LW,MID,True,90
M0007,Sunderland,Romaine Mundle,CM,MID,True,90
M0007,Sunderland,Chris Rigg,AM,MID,True,90
M0007,Sunderland,Chemsdine Talbi,DM,MID,True,90
M0007,Sunderland,Djiamgone Jocelin Ta Bi,DM,MID,False,0
M0007,Sunderland,Nilson Angulo,CM,MID,False,0
M0007,Sunderland,Brian Brobbey,ST,FWD,False,0
M0007,Sunderland,Wilson Isidor,RW,FWD,True,90
M0008,Man City,Gianluigi Donnarumma,GK,GK,True,90
M0008,Man City,James Trafford,GK,GK,False,0
M0008,Man City,Marcus Bettinelli,GK,GK,False,0
M0008,Man City,Nico O'Reilly,RB,DEF,True,90
M0008,Man City,Marc Guéhi,CB,DEF,False,0
M0008,Man City,Matheus Nunes,CB,DEF,True,90
M0008,Man City,Rúben dos Santos Gato Alves Dias,LB,DEF,True,90
M0008,Man City,Joško Gvardiol,CB,DEF,False,0
M0008,Man City,Rayan Aït-Nouri,RB,DEF,False,0
M0008,Man City,Abdukodir Khusanov,LB,DEF,False,0
M0008,Man City,Max Alleyne,RB,DEF,True,90
M0008,Man City,Rico Lewis,CB,DEF,False,0
M0008,Man City,Vitor de Oliveira Nunes dos Reis,CB,DEF,False,0
M0008,Man City,Jack Grealish,DM,MID,False,0
M0008,Man City,Antoine Semenyo,CM,MID,True,90
M0008,Man City,Phil Foden,AM,MID,False,0
M0008,Man City,Rayan Cherki,RW,MID,False,0
M0008,Man City,Jérémy Doku,LW,MID,False,0
M0008,Man City,Rodrigo 'Rodri' Hernandez Cascante,CM,MID,False,0
M0008,Man City,Sávio Moreira de Oliveira,AM,MID,False,0
M0008,Man City,Tijjani Reijnders,DM,MID,False,0
M0008,Man City,Nico González Iglesias,DM,MID,False,0
M0008,Man City,Mateo Kovačić,CM,MID,False,0
M0008,Man City,Claudio Echeverri,AM,MID,True,90
M0008,Man City,Kalvin Phillips,RW,MID,True,90
M0008,Man City,Divine Mukasa,LW,MID,False,0
M0008,Man City,Jeremy Monga,CM,MID,True,90
M0008,Man City,Elliot Anderson,AM,MID,True,90
M0008,Man City,Omar Marmoush,ST,FWD,False,0
M0008,Man City,Erling Haaland,RW,FWD,True,90
M0008,Nott'm Forest,Matz Sels,GK,GK,True,90
M0008,Nott'm Forest,John Victor Maciel Furtado,GK,GK,False,0
M0008,Nott'm Forest,Neco Williams,RB,DEF,True,90
M0008,Nott'm Forest,Felipe Rodrigues da Silva,CB,DEF,False,0
M0008,Nott'm Forest,Nikola Milenković,CB,DEF,True,90
M0008,Nott'm Forest,Murillo Costa dos Santos,LB,DEF,False,0
M0008,Nott'm Forest,Ola Aina,CB,DEF,False,0
M0008,Nott'm Forest,Jair Paula da Cunha Filho,RB,DEF,True,90
M0008,Nott'm Forest,Nicolò Savona,LB,DEF,False,0
M0008,Nott'm Forest,Omar Richards,RB,DEF,False,0
M0008,Nott'm Forest,Zach Abbott,CB,DEF,False,0
M0008,Nott'm Forest,Luca Netz,CB,DEF,True,90
M0008,Nott'm Forest,Tyler Bindon,LB,DEF,False,0
M0008,Nott'm Forest,Morgan Gibbs-White,DM,MID,True,90
M0008,Nott'm Forest,Callum Hudson-Odoi,CM,MID,True,90
M0008,Nott'm Forest,Dan Ndoye,AM,MID,True,90
M0008,Nott'm Forest,Omari Hutchinson,RW,MID,False,0
M0008,Nott'm Forest,Dilane Bakwa,LW,MID,False,0
M0008,Nott'm Forest,James McAtee,CM,MID,False,0
M0008,Nott'm Forest,Nicolás Domínguez,AM,MID,True,90
M0008,Nott'm Forest,Ibrahim Sangaré,DM,MID,False,0
M0008,Nott'm Forest,Ryan Yates,DM,MID,True,90
M0008,Nott'm Forest,Xaver Schlager,CM,MID,False,0
M0008,Nott'm Forest,Chris Wood,ST,FWD,True,90
M0008,Nott'm Forest,Igor Jesus Maciel da Cruz,RW,FWD,False,0
M0008,Nott'm Forest,Taiwo Awoniyi,LW,FWD,False,0
M0008,Nott'm Forest,Arnaud Kalimuendo,ST,FWD,False,0
